Question	Rationale	Label
Is the average bulk carrier ideal for transporting bromine at room temperature?	Bromine is a liquid at room temperature, and has a boiling point of 59°C. The average bulk carrier is not suitable for transporting liquids because it is not airtight and has no insulation.	no
Is the average bulk carrier ideal for transporting bromine at room temperature?	Bromine has a boiling point of 58.8°C and a melting point of -7°C. Bulk carriers are typically used for transporting cargo such as food, fuel, and minerals. Bromine should not be exposed to high temperatures and is not a mineral, so a bulk carrier is not an ideal vessel for transporting bromine at room temperature.	no
Is the average bulk carrier ideal for transporting bromine at room temperature?	Bromine has a boiling point of 59°C (138°F) and a freezing point of -7° C (19° F). An average bulk carrier typically operates at around 21° C (70° F), which is too warm to safely transport bromine.	no
Is the average bulk carrier ideal for transporting bromine at room temperature?	Bulk carriers are typically used for transporting goods, such as liquid fuels and chemicals. Bromine is a hazardous material that needs to be kept at a temperature of 0-30 degrees Celsius or 32-86 degrees Fahrenheit for transportation.	no
Is the average bulk carrier ideal for transporting bromine at room temperature?	Bromine is a liquid at room temperature. The average bulk carrier is designed to transport bulk cargo such as containers or pallets of goods. As such, they are not ideal for transporting liquid cargo such as bromine.	no
Do manta rays live in water above the safe temperature for cold food storage?	Manta rays inhabit tropical and subtropical waters around the world, usually in ocean temperatures above 22°C (72°F). The safe temperature for cold food storage is usually 4°C (39°F).	yes
Do manta rays live in water above the safe temperature for cold food storage?	The safe temperature range for cold food storage is between 40 and 140 °F (4.4 and 60 °C). Manta rays generally live in tropical and warm temperate waters. These may range from 16 °C (60.8 °F) to 30 °C (86 °F).	yes
Do manta rays live in water above the safe temperature for cold food storage?	The safe temperature for cold food storage is 40°F (4.4°C). Manta rays are found in waters from 68°F (20°C) to 86°F (30°C).	yes
Was Amy Winehouse a fan of Star Wars: Rogue One?	Amy Winehouse passed away in 2011 and Star Wars Rogue One was released in 2016.	no
Was Amy Winehouse a fan of Star Wars: Rogue One?	Amy Winehouse was an English singer-songwriter who died in 2011. Rogue One A Star Wars Story was released in 2016.	no
Was Amy Winehouse a fan of Star Wars: Rogue One?	Rogue One was released in 2016, which was after Amy Winehouse's death in 2011.	no
Was Amy Winehouse a fan of Star Wars: Rogue One?	Amy Winehouse is not known to have expressed any interest in Star Wars Rogue One or any other Star Wars movie.	no
Was Amy Winehouse a fan of Star Wars: Rogue One?	Amy Winehouse was a British singer-songwriter who died in 2011, before the release of Star Wars Rogue One in 2016.	no
Can giant pandas sell out a Metallica show?	Giant pandas cannot purchase tickets to a Metallica show.	no
Can giant pandas sell out a Metallica show?	Giant pandas are not capable of selling out a Metallica show.	no
Can giant pandas sell out a Metallica show?	Giant pandas do not have the ability to purchase tickets or attend a Metallica show.	no
Can giant pandas sell out a Metallica show?	Metallica has been a popular band for decades, and tend to sell out large venues. Giant pandas are no match for the popularity of Metallica, so they would not be able to sell out a Metallica show.	no
Can giant pandas sell out a Metallica show?	Metallica shows generally attract huge crowds, and giant pandas typically do not have the capability to purchase tickets nor attend concerts.	no
Are Mayors safe from harm from the federal government?	The federal government is not permitted to step in and directly harm mayors, who are generally considered to be state or local officials. However, the federal government could put laws or policies in place that could indirectly harm mayors.	no
Would Alexander Hamilton have known about koalas?	Koalas were not introduced into the United States until the late 19th century. Alexander Hamilton died in 1804, so it is unlikely that he would have had any knowledge of koalas.	no
Would Alexander Hamilton have known about koalas?	Alexander Hamilton was born in 1755, long before koalas were introduced to the public in 1816.	no
Would Alexander Hamilton have known about koalas?	Alexander Hamilton was born in 1755 and died in 1804. Koalas were not discovered until the 1830s.	no
Would Alexander Hamilton have known about koalas?	Alexander Hamilton was born in 1755. Koalas were not known to Europeans until the late 1700s.	no
Would Alexander Hamilton have known about koalas?	Koalas are native to Australia and were first described by Europeans in 1798. Alexander Hamilton died in 1804.	no
Can Reiki be stored in a bottle?	Reiki is an energy healing technique that cannot be stored in a physical bottle.	no
Can Reiki be stored in a bottle?	Reiki is a form of energy healing. Energy cannot be stored in a bottle.	no
Can Reiki be stored in a bottle?	Reiki is a form of energy healing, and energy cannot be physically stored in a bottle.	no
Can Reiki be stored in a bottle?	Reiki is an energy healing practice and has no physical form. It cannot be stored in a bottle.	no
Can Reiki be stored in a bottle?	Reiki is a type of spiritual healing practice that is based on energy. Energy cannot be stored in a bottle.	no
Is Issac Newton often associated with a red fruit?	Issac Newton is most often associated with the apple as he is credited with discovering gravity when an apple fell on his head. Red apples are common.	yes
Is Issac Newton often associated with a red fruit?	Issac Newton is often associated with the apple, which is a red fruit.	yes
Is Issac Newton often associated with a red fruit?	Isaac Newton is famously associated with the discovery of gravity after being struck by an apple. Apples are red fruits,.	yes
Is Bern a poor choice for a xenophobic Swiss citizen to live?	Bern is the capital of Switzerland, and the Swiss are generally very open and welcoming to foreigners. As such, Bern would not be considered a poor choice for a xenophobic Swiss citizen to live.	no
Is Bern a poor choice for a xenophobic Swiss citizen to live?	Bern is the de facto capital city of Switzerland.  Switzerland is known for its acceptance of foreigners and Bern is a multicultural city. As such, it is not a poor choice for a xenophobic Swiss citizen to live.	no
Is Bern a poor choice for a xenophobic Swiss citizen to live?	Bern is the capital city of Switzerland and is home to a variety of people of different backgrounds and cultures. Therefore it would not be a poor choice for a xenophobic Swiss citizen to live there.	no
Is Bern a poor choice for a xenophobic Swiss citizen to live?	Bern is the de facto capital of Switzerland and is considered one of the most cosmopolitan cities in the country. Switzerland is known for being a very welcoming country to immigrants and foreigners.	no
